Left,Right
"[0.5807021856307983, 0.5996068716049194, -1.6682676573509525e-07, 0.5497382879257202, 0.6719725728034973, 0.005532993469387293, 0.5114845633506775, 0.7190407514572144, 0.002222855342552066, 0.4750017523765564, 0.7241170406341553, -0.002905443077906966, 0.44991451501846313, 0.700783908367157, -0.007543870713561773, 0.49239206314086914, 0.685218870639801, -0.012647384777665138, 0.4366065561771393, 0.6877918243408203, -0.02312431111931801, 0.4302670359611511, 0.6897389888763428, -0.02468835562467575, 0.4391705095767975, 0.6856682300567627, -0.02256092056632042, 0.48512881994247437, 0.6268237829208374, -0.020331786945462227, 0.4214492738246918, 0.6367413401603699, -0.02923615463078022, 0.42255598306655884, 0.6463080644607544, -0.026884745806455612, 0.4390890300273895, 0.6460527181625366, -0.022257067263126373, 0.4832595884799957, 0.5732502341270447, -0.026835141703486443, 0.4229777455329895, 0.5856417417526245, -0.032775405794382095, 0.42669016122817993, 0.602527379989624, -0.02397097647190094, 0.44168728590011597, 0.6051926016807556, -0.015521998517215252, 0.4864332973957062, 0.5277339816093445, -0.032334744930267334, 0.437880277633667, 0.5464156866073608, -0.0317252054810524, 0.44004207849502563, 0.567285418510437, -0.020008105784654617, 0.4541046917438507, 0.5714924335479736, -0.009647613391280174]",[]
"[0.5817413330078125, 0.5993385910987854, -3.2311811004603896e-09, 0.5493149757385254, 0.6691654920578003, 0.005331181455403566, 0.5140866637229919, 0.7114769816398621, -0.0003658992936834693, 0.4772598445415497, 0.7204168438911438, -0.007380594965070486, 0.44897857308387756, 0.7053931951522827, -0.013827702961862087, 0.4932101368904114, 0.6766279935836792, -0.02082696184515953, 0.43457284569740295, 0.6791750192642212, -0.0321074053645134, 0.41920602321624756, 0.6774984002113342, -0.033111270517110825, 0.4191798269748688, 0.6745861768722534, -0.030512049794197083, 0.4876619577407837, 0.620822548866272, -0.028640372678637505, 0.42309385538101196, 0.630759596824646, -0.038682155311107635, 0.4147195518016815, 0.6381522417068481, -0.03487774357199669, 0.422870934009552, 0.6393219232559204, -0.029253177344799042, 0.4882151186466217, 0.569376528263092, -0.03459829464554787, 0.42854925990104675, 0.5760109424591064, -0.03903760015964508, 0.4236096441745758, 0.5935118198394775, -0.026802046224474907, 0.4313255548477173, 0.6016592979431152, -0.016335101798176765, 0.49461862444877625, 0.5241256356239319, -0.03985721990466118, 0.4455198049545288, 0.5335862040519714, -0.038434918969869614, 0.4364374577999115, 0.5553979873657227, -0.02606300264596939, 0.43961992859840393, 0.5674769282341003, -0.015036485157907009]",[]
[],"[0.41023218631744385, 0.7248345613479614, -9.779839871271179e-08, 0.40252208709716797, 0.6533650159835815, -0.017573757097125053, 0.4068327844142914, 0.5737793445587158, -0.02963315322995186, 0.41989627480506897, 0.5163581371307373, -0.0403016172349453, 0.44101735949516296, 0.48558899760246277, -0.04887618497014046, 0.46585848927497864, 0.560188353061676, -0.017586199566721916, 0.4941912293434143, 0.5238739848136902, -0.036519791930913925, 0.49224406480789185, 0.5250746011734009, -0.049701180309057236, 0.48742058873176575, 0.5306328535079956, -0.057385124266147614, 0.48047032952308655, 0.5995461940765381, -0.016410166397690773, 0.5045395493507385, 0.5649396777153015, -0.031396739184856415, 0.4973660111427307, 0.5692564249038696, -0.036769039928913116, 0.4900418817996979, 0.57529616355896, -0.039698850363492966, 0.49058079719543457, 0.6426413059234619, -0.017994189634919167, 0.5133520364761353, 0.612379252910614, -0.03196224570274353, 0.5074977874755859, 0.6134945750236511, -0.0296483151614666, 0.49951112270355225, 0.6196621060371399, -0.026340628042817116, 0.4970685839653015, 0.6871926188468933, -0.021109070628881454, 0.5185849666595459, 0.6643398404121399, -0.030866580083966255, 0.5197979807853699, 0.6581565737724304, -0.029009243473410606, 0.5179904103279114, 0.6546972990036011, -0.025964438915252686]"
[],"[0.40794190764427185, 0.7370254397392273, 7.732733564580485e-08, 0.4016360342502594, 0.6576942801475525, -0.014820235781371593, 0.4068574607372284, 0.5746176838874817, -0.020533697679638863, 0.41990455985069275, 0.5145033001899719, -0.026094971224665642, 0.4388599395751953, 0.4749799370765686, -0.03039238229393959, 0.4463832676410675, 0.5756961703300476, 0.00174730084836483, 0.46988406777381897, 0.538894772529602, -0.006415967363864183, 0.4828431010246277, 0.5216816067695618, -0.01425983477383852, 0.493562787771225, 0.5093085169792175, -0.01995657943189144, 0.46069422364234924, 0.6114952564239502, 0.0031706970185041428, 0.4839613735675812, 0.5796606540679932, -0.004357623867690563, 0.489403635263443, 0.5710262656211853, -0.010697892867028713, 0.49387046694755554, 0.5630113482475281, -0.014817995950579643, 0.47164836525917053, 0.65017169713974, 0.0012804575962945819, 0.49298521876335144, 0.6253885626792908, -0.008362558670341969, 0.4897190034389496, 0.6195897459983826, -0.010459182783961296, 0.48694536089897156, 0.6136395335197449, -0.010514478199183941, 0.47973373532295227, 0.6913512349128723, -0.0021476843394339085, 0.4945860505104065, 0.6718013882637024, -0.008478476665914059, 0.4899737536907196, 0.6622913479804993, -0.008510105311870575, 0.4842233657836914, 0.6557788252830505, -0.0076850540935993195]"
[],"[0.40520110726356506, 0.731772780418396, 1.8632614739999553e-07, 0.3993809223175049, 0.6550363898277283, -0.01747443713247776, 0.4037037491798401, 0.5732367634773254, -0.02446720190346241, 0.4171113669872284, 0.5126523971557617, -0.030106645077466965, 0.43690943717956543, 0.47463294863700867, -0.034548647701740265, 0.4447273313999176, 0.5932800769805908, -0.0011538693215698004, 0.47169026732444763, 0.5757250785827637, -0.007637090049684048, 0.4877564311027527, 0.5692907571792603, -0.014567951671779156, 0.5012122988700867, 0.5658115148544312, -0.019760562106966972, 0.4576995372772217, 0.6309286952018738, 0.0029385415837168694, 0.4821361005306244, 0.6094889044761658, -0.0009873367380350828, 0.4933711290359497, 0.6021217703819275, -0.006177124101668596, 0.5040924549102783, 0.595888614654541, -0.010711731389164925, 0.46686097979545593, 0.6681349873542786, 0.003929752390831709, 0.49076148867607117, 0.6493300199508667, -0.002215019194409251, 0.49912965297698975, 0.6423041224479675, -0.003614708548411727, 0.5057260394096375, 0.6369674801826477, -0.004304869566112757, 0.47394123673439026, 0.7059163451194763, 0.0033274649176746607, 0.49303948879241943, 0.6896857619285583, -0.0005508185131475329, 0.49954497814178467, 0.6793076992034912, 6.713229231536388e-05, 0.5039893388748169, 0.6700524091720581, 0.0006726862629875541]"
[],"[0.40016862750053406, 0.7329319715499878, 2.3659686121391132e-07, 0.3948623538017273, 0.6551072001457214, -0.017717182636260986, 0.399775892496109, 0.5702728629112244, -0.024668628349900246, 0.4127141833305359, 0.5083016157150269, -0.02970113605260849, 0.4330730736255646, 0.4711669385433197, -0.03345918282866478, 0.4393326938152313, 0.5906649231910706, -0.0038366930093616247, 0.46508440375328064, 0.5583999752998352, -0.00987954530864954, 0.48283880949020386, 0.5447121262550354, -0.01610906794667244, 0.49766138195991516, 0.5361427664756775, -0.02068552002310753, 0.45299285650253296, 0.6257063150405884, 0.0012182309292256832, 0.4778420925140381, 0.5987098813056946, -0.0006937022553756833, 0.4905809760093689, 0.5885072946548462, -0.004891013260930777, 0.5029343366622925, 0.5801622271537781, -0.009019486606121063, 0.4627034366130829, 0.6624738574028015, 0.003431584918871522, 0.4861873984336853, 0.6435640454292297, -0.0004490931169129908, 0.49642670154571533, 0.6349166035652161, -0.0016112541779875755, 0.5059168338775635, 0.6264663338661194, -0.0026102757547050714, 0.46978849172592163, 0.7012649178504944, 0.004043960478156805, 0.4895417392253876, 0.6841995120048523, 0.0011579982237890363, 0.49808236956596375, 0.6754292249679565, 0.0015530246309936047, 0.504950225353241, 0.667471170425415, 0.001892434316687286]"
"[0.39545300602912903, 0.7242106199264526, 1.1850205794416979e-07, 0.39076656103134155, 0.6515657305717468, -0.016495738178491592, 0.39785099029541016, 0.5647702813148499, -0.024710483849048615, 0.40974679589271545, 0.5027681589126587, -0.03108767233788967, 0.4295605421066284, 0.46605536341667175, -0.03615430369973183, 0.439149409532547, 0.5836953520774841, -0.011510457843542099, 0.46048131585121155, 0.5521078705787659, -0.021685775369405746, 0.47290903329849243, 0.5409842729568481, -0.029505867511034012, 0.4842250347137451, 0.5333040356636047, -0.03517733886837959, 0.45218586921691895, 0.6232901811599731, -0.009335649199783802, 0.47143545746803284, 0.5963810086250305, -0.016652071848511696, 0.48086997866630554, 0.5910388231277466, -0.021799098700284958, 0.4895428419113159, 0.5864613652229309, -0.02625534124672413, 0.46046367287635803, 0.6652324795722961, -0.009464440867304802, 0.47834813594818115, 0.643892765045166, -0.01794733665883541, 0.48624277114868164, 0.6399010419845581, -0.018181458115577698, 0.49389320611953735, 0.6350942254066467, -0.01830558478832245, 0.4653310775756836, 0.7074899673461914, -0.010967480950057507, 0.4796897768974304, 0.6893693804740906, -0.01769574172794819, 0.4842299520969391, 0.6860705018043518, -0.017132578417658806, 0.4879733920097351, 0.6816969513893127, -0.01631862111389637]",[]
"[0.39073705673217773, 0.7270200252532959, 3.2185320719690935e-07, 0.3878640830516815, 0.6552824378013611, -0.01818676106631756, 0.3962632119655609, 0.5713415741920471, -0.02698812633752823, 0.4081607460975647, 0.5091807842254639, -0.033921979367733, 0.42695924639701843, 0.46527475118637085, -0.03996409475803375, 0.42722073197364807, 0.5750160217285156, -0.011723549105226994, 0.4574507176876068, 0.5425657629966736, -0.02229526825249195, 0.4803455173969269, 0.5296152830123901, -0.03031005896627903, 0.49977514147758484, 0.5220541954040527, -0.0359172560274601, 0.4379483163356781, 0.6156273484230042, -0.009129560552537441, 0.46285006403923035, 0.591389000415802, -0.017369229346513748, 0.4835878312587738, 0.5830255150794983, -0.023951761424541473, 0.5031411647796631, 0.5761652588844299, -0.028826283290982246, 0.4447268843650818, 0.6611840128898621, -0.009123352356255054, 0.46653926372528076, 0.6398958563804626, -0.019908612594008446, 0.48465776443481445, 0.6345385909080505, -0.023879941552877426, 0.5023473501205444, 0.6284375190734863, -0.025962335988879204, 0.44965609908103943, 0.7108272910118103, -0.01045253686606884, 0.46661365032196045, 0.7006582617759705, -0.020490339025855064, 0.47760459780693054, 0.700375497341156, -0.022978419438004494, 0.4886816143989563, 0.69748854637146, -0.023793725296854973]",[]
"[0.5903931856155396, 0.6289492249488831, 7.191169260067909e-08, 0.5598017573356628, 0.6920397877693176, 0.003195657394826412, 0.5213985443115234, 0.7307664752006531, -0.00134869699832052, 0.48476430773735046, 0.7319339513778687, -0.006685434374958277, 0.4605446457862854, 0.7082415819168091, -0.011741011403501034, 0.5040232539176941, 0.696577250957489, -0.01790187507867813, 0.45177793502807617, 0.6893509030342102, -0.027121931314468384, 0.43119579553604126, 0.6806790828704834, -0.02840576507151127, 0.42369094491004944, 0.6739687323570251, -0.02691737376153469, 0.5035348534584045, 0.6423768401145935, -0.024247029796242714, 0.44603201746940613, 0.6334807276725769, -0.032535165548324585, 0.42804253101348877, 0.6312040686607361, -0.031030142679810524, 0.4255533218383789, 0.6293365359306335, -0.027747569605708122, 0.5081378221511841, 0.5916131138801575, -0.029235025867819786, 0.4534536302089691, 0.577037513256073, -0.035223592072725296, 0.4355539083480835, 0.5798681378364563, -0.029149755835533142, 0.4316768944263458, 0.582290530204773, -0.02280353754758835, 0.5165411233901978, 0.5452390909194946, -0.03339332714676857, 0.47008299827575684, 0.531890869140625, -0.03669560328125954, 0.4485168755054474, 0.5373430848121643, -0.03048321045935154, 0.43866321444511414, 0.5444839000701904, -0.023534154519438744]","[0.3953001797199249, 0.7432553768157959, 4.0213430452240573e-07, 0.39298513531684875, 0.6641846299171448, -0.01609218120574951, 0.3989076316356659, 0.5794981122016907, -0.018706606701016426, 0.41136351227760315, 0.5166690349578857, -0.019522229209542274, 0.4280228614807129, 0.47042348980903625, -0.018830833956599236, 0.4127834141254425, 0.5748991966247559, 0.01841936632990837, 0.4257095456123352, 0.5204354524612427, 0.02523377351462841, 0.44101810455322266, 0.497300386428833, 0.02602899633347988, 0.45256316661834717, 0.4847322702407837, 0.02591881714761257, 0.4292309284210205, 0.6128453612327576, 0.02720758691430092, 0.45195505023002625, 0.5758392214775085, 0.03964214026927948, 0.4704687297344208, 0.5652346611022949, 0.03869451582431793, 0.48675400018692017, 0.5536901354789734, 0.035924602299928665, 0.44273310899734497, 0.6523920297622681, 0.03244956582784653, 0.46568620204925537, 0.6320416331291199, 0.04238003119826317, 0.48387160897254944, 0.6269797682762146, 0.040574993938207626, 0.500018298625946, 0.6185216307640076, 0.0370754711329937, 0.4538305401802063, 0.6925963759422302, 0.035918645560741425, 0.47542861104011536, 0.6774737238883972, 0.04477209225296974, 0.48941951990127563, 0.6726746559143066, 0.04672543704509735, 0.5005042552947998, 0.6669238805770874, 0.046672333031892776]"
"[0.4040158689022064, 0.7510274648666382, 4.801319164471352e-07, 0.4023822844028473, 0.6656550765037537, -0.015679102391004562, 0.40736567974090576, 0.5793620347976685, -0.016182951629161835, 0.4189416766166687, 0.5183534622192383, -0.015375141054391861, 0.43436869978904724, 0.47177112102508545, -0.013769595883786678, 0.4160809814929962, 0.5862303972244263, 0.026391852647066116, 0.43493837118148804, 0.5379769802093506, 0.037880461663007736, 0.4541934132575989, 0.5130972862243652, 0.04044417664408684, 0.46863389015197754, 0.499392569065094, 0.041276950389146805, 0.4319620728492737, 0.6235065460205078, 0.03665568679571152, 0.4518791139125824, 0.577457845211029, 0.05467323958873749, 0.4691847860813141, 0.5545313358306885, 0.05489221587777138, 0.48533597588539124, 0.5368775725364685, 0.05208645761013031, 0.44485780596733093, 0.6593933701515198, 0.04316776245832443, 0.4666751027107239, 0.6267621517181396, 0.05971362441778183, 0.483152836561203, 0.6119107604026794, 0.05754338949918747, 0.4975741505622864, 0.6008226275444031, 0.052250564098358154, 0.4565374255180359, 0.6939166784286499, 0.04750480875372887, 0.4767164885997772, 0.6731317639350891, 0.061743948608636856, 0.4897245764732361, 0.6624152660369873, 0.06393688172101974, 0.49960118532180786, 0.6553322076797485, 0.06291557848453522]",[]
