Left,Right
"[0.4128379225730896, 0.5712125897407532, 2.724608521020855e-07, 0.4208340644836426, 0.488503634929657, -0.005158335901796818, 0.43866294622421265, 0.4323129653930664, -0.010789714753627777, 0.45876193046569824, 0.4189370274543762, -0.015091936103999615, 0.47395557165145874, 0.42825254797935486, -0.019678190350532532, 0.49331173300743103, 0.4579147398471832, -0.020294899120926857, 0.5422602295875549, 0.4400551915168762, -0.026385920122265816, 0.570020854473114, 0.4304402470588684, -0.02992229536175728, 0.590019702911377, 0.4215923249721527, -0.03230468928813934, 0.5016016960144043, 0.49802759289741516, -0.019964175298810005, 0.5437085032463074, 0.4792693257331848, -0.025029214099049568, 0.5643610954284668, 0.46602559089660645, -0.027599366381764412, 0.5766869783401489, 0.45725154876708984, -0.029546337202191353, 0.5008740425109863, 0.5417779684066772, -0.018821781501173973, 0.5311251282691956, 0.5313335657119751, -0.02259686030447483, 0.5467308759689331, 0.5162103772163391, -0.025067318230867386, 0.5531740784645081, 0.5075311064720154, -0.026880649849772453, 0.49537187814712524, 0.5858924984931946, -0.017504191026091576, 0.5159131288528442, 0.5885368585586548, -0.019788850098848343, 0.5243761539459229, 0.5847799181938171, -0.019086137413978577, 0.5275673270225525, 0.5825733542442322, -0.017906788736581802]",[]
[],"[0.4511776566505432, 0.6146906018257141, 3.8553849890377023e-07, 0.5120409727096558, 0.6147549152374268, -0.02878965251147747, 0.552174985408783, 0.5769475698471069, -0.03906736150383949, 0.5854766368865967, 0.5395546555519104, -0.043856892734766006, 0.6125425100326538, 0.5058537125587463, -0.0471305213868618, 0.5371236801147461, 0.46767458319664, -0.031127557158470154, 0.5797604322433472, 0.45808565616607666, -0.040170829743146896, 0.5882267951965332, 0.49241605401039124, -0.04425601288676262, 0.5863808989524841, 0.518332839012146, -0.04503866285085678, 0.5161980986595154, 0.44480812549591064, -0.016955368220806122, 0.5500155687332153, 0.43899402022361755, -0.024226514622569084, 0.554169237613678, 0.46542224287986755, -0.030960457399487495, 0.5446407794952393, 0.481415718793869, -0.03602233901619911, 0.4999348819255829, 0.4439498782157898, -0.003910025116056204, 0.5189629793167114, 0.428802490234375, -0.010443794541060925, 0.5121040940284729, 0.4335747957229614, -0.01797214336693287, 0.49400416016578674, 0.437174528837204, -0.02328261360526085, 0.49115651845932007, 0.45097315311431885, 0.007350350264459848, 0.4997533857822418, 0.43020525574684143, 0.0022830639500170946, 0.49318668246269226, 0.4264388084411621, -0.0026712496764957905, 0.47712114453315735, 0.425703763961792, -0.005593341775238514]"
[],"[0.46445295214653015, 0.5669516921043396, 3.5705238587979693e-07, 0.5069631338119507, 0.5906873941421509, -0.010849821381270885, 0.5408915877342224, 0.5916795134544373, -0.027373773977160454, 0.5730509757995605, 0.5847667455673218, -0.04085814207792282, 0.600692093372345, 0.6070123314857483, -0.05419718846678734, 0.5431947708129883, 0.5225908756256104, -0.04866470769047737, 0.5867063403129578, 0.4695640206336975, -0.06398021429777145, 0.6072709560394287, 0.46101564168930054, -0.0638732984662056, 0.6149277687072754, 0.4740738272666931, -0.05983816087245941, 0.5240790247917175, 0.47352224588394165, -0.04689408466219902, 0.5748215317726135, 0.41690459847450256, -0.05972008779644966, 0.5961517691612244, 0.41995924711227417, -0.054676495492458344, 0.6037963628768921, 0.4401501417160034, -0.04791912063956261, 0.506334125995636, 0.43908578157424927, -0.04360519349575043, 0.5490911602973938, 0.3808763921260834, -0.05170466750860214, 0.5741181373596191, 0.36987677216529846, -0.048576511442661285, 0.5900012850761414, 0.3744675815105438, -0.045316148549318314, 0.49110233783721924, 0.41842544078826904, -0.040199171751737595, 0.5128622055053711, 0.3678004741668701, -0.046402253210544586, 0.5334732532501221, 0.3502039313316345, -0.04683762788772583, 0.551037073135376, 0.345533549785614, -0.045519500970840454]"
[],"[0.45504826307296753, 0.5498661994934082, 2.4890280769795936e-07, 0.49773502349853516, 0.580748438835144, -0.004332532174885273, 0.5374155640602112, 0.5858253240585327, -0.014626311138272285, 0.5717848539352417, 0.5889132618904114, -0.022644363343715668, 0.5961605906486511, 0.6171146035194397, -0.031053747981786728, 0.5447282195091248, 0.5235565900802612, -0.03683426231145859, 0.5914812684059143, 0.477493017911911, -0.04714041203260422, 0.6080052256584167, 0.46653544902801514, -0.046368397772312164, 0.6111923456192017, 0.47168248891830444, -0.04318850114941597, 0.5269120335578918, 0.47372668981552124, -0.0374223031103611, 0.5751960277557373, 0.42451661825180054, -0.046452514827251434, 0.5920244455337524, 0.4275950789451599, -0.0424964465200901, 0.5955080986022949, 0.44355231523513794, -0.037685420364141464, 0.5081466436386108, 0.4368840456008911, -0.03621160611510277, 0.5514585971832275, 0.38593077659606934, -0.04112262651324272, 0.5728154182434082, 0.3766529858112335, -0.03869951516389847, 0.5839856863021851, 0.3788095712661743, -0.03693012893199921, 0.49056029319763184, 0.41366273164749146, -0.03436259925365448, 0.5190733075141907, 0.3718789219856262, -0.03820916637778282, 0.5388674736022949, 0.35885190963745117, -0.03810847923159599, 0.5539470911026001, 0.35386034846305847, -0.037168242037296295]"
[],"[0.4491880536079407, 0.5268968939781189, 1.4199697773165099e-07, 0.48887374997138977, 0.5675963163375854, 9.489447256783023e-05, 0.531069815158844, 0.5773602724075317, -0.007848379202187061, 0.567171573638916, 0.5846365690231323, -0.014078810811042786, 0.5922333002090454, 0.6081584692001343, -0.02034025266766548, 0.539867639541626, 0.5278999209403992, -0.036112092435359955, 0.5932392477989197, 0.4752670228481293, -0.044310614466667175, 0.6062414646148682, 0.4715638756752014, -0.04062766581773758, 0.6048951148986816, 0.4792672097682953, -0.03462164103984833, 0.5267608761787415, 0.4794812798500061, -0.03664030879735947, 0.5797929763793945, 0.43900206685066223, -0.039850614964962006, 0.5902459621429443, 0.4509977400302887, -0.029502317309379578, 0.5849522352218628, 0.46850085258483887, -0.020990509539842606, 0.5123745203018188, 0.4388445019721985, -0.03471454977989197, 0.5644084811210632, 0.40406352281570435, -0.03483152762055397, 0.5777930021286011, 0.41727566719055176, -0.022853439673781395, 0.5749281644821167, 0.4345790445804596, -0.014033597894012928, 0.4978542923927307, 0.4069937467575073, -0.03203687444329262, 0.5412784814834595, 0.3669360876083374, -0.03318781405687332, 0.5600932836532593, 0.36843806505203247, -0.026665324345231056, 0.5681580901145935, 0.3750782608985901, -0.01992926187813282]"
[],"[0.44099438190460205, 0.4963250458240509, 1.1240812725077376e-08, 0.4785615801811218, 0.5435717105865479, 0.003847501939162612, 0.5216666460037231, 0.5583013892173767, -0.00020480692910496145, 0.557547390460968, 0.561779260635376, -0.004385125823318958, 0.582396388053894, 0.5627018213272095, -0.00875143613666296, 0.5388451814651489, 0.5163320302963257, -0.022035688161849976, 0.592065155506134, 0.4640026390552521, -0.029561446979641914, 0.5977683663368225, 0.4668862521648407, -0.029869133606553078, 0.5894492864608765, 0.4791034162044525, -0.027592983096837997, 0.5272936224937439, 0.46715447306632996, -0.02571423351764679, 0.5796440839767456, 0.42574357986450195, -0.028156334534287453, 0.578342080116272, 0.4407906234264374, -0.023821771144866943, 0.5642001628875732, 0.45715513825416565, -0.021418005228042603, 0.5135571956634521, 0.4226507544517517, -0.02739287167787552, 0.5619614720344543, 0.3887689709663391, -0.025885483250021935, 0.5606759190559387, 0.4055593013763428, -0.01732473634183407, 0.54704749584198, 0.4221756160259247, -0.012953379191458225, 0.4999547600746155, 0.3845323920249939, -0.028350122272968292, 0.541435718536377, 0.3546505272388458, -0.026776576414704323, 0.5442070960998535, 0.36829110980033875, -0.01912076212465763, 0.5364730358123779, 0.38092106580734253, -0.013543766923248768]"
[],"[0.4282415807247162, 0.472185879945755, -7.444966598768588e-08, 0.4670886993408203, 0.5153737664222717, 0.005288523621857166, 0.5114976763725281, 0.5356062650680542, 0.0007153968326747417, 0.5499489307403564, 0.5538832545280457, -0.003988515119999647, 0.5738272666931152, 0.5800715088844299, -0.008892478421330452, 0.5287526845932007, 0.5006648302078247, -0.023532038554549217, 0.5813050270080566, 0.44837281107902527, -0.02904791757464409, 0.5791442394256592, 0.4351941645145416, -0.027380434796214104, 0.5675725340843201, 0.43963634967803955, -0.024721883237361908, 0.5162199139595032, 0.45176932215690613, -0.027937395498156548, 0.5679657459259033, 0.4078824818134308, -0.030926542356610298, 0.5598383545875549, 0.40955227613449097, -0.024999085813760757, 0.5425481796264648, 0.4233774244785309, -0.02154850773513317, 0.5032012462615967, 0.404570609331131, -0.029921505600214005, 0.5487167239189148, 0.3705248534679413, -0.02723754569888115, 0.5421561002731323, 0.3772594928741455, -0.016242654994130135, 0.5261330604553223, 0.3912162780761719, -0.010772200301289558, 0.4910351037979126, 0.36298292875289917, -0.03122958168387413, 0.5293850302696228, 0.3403059244155884, -0.026842456310987473, 0.5249443650245667, 0.34880462288856506, -0.017132708802819252, 0.5127425193786621, 0.36015212535858154, -0.010844443924725056]"
[],"[0.41894349455833435, 0.45342567563056946, -5.04849353433201e-08, 0.4611647129058838, 0.4970513582229614, 0.004541965201497078, 0.507546067237854, 0.518959105014801, 0.0002363035164307803, 0.5456283092498779, 0.5397948622703552, -0.0045008668676018715, 0.5700526833534241, 0.5682036876678467, -0.009393362328410149, 0.5248850584030151, 0.4825320541858673, -0.01881990022957325, 0.5737664699554443, 0.4326414167881012, -0.024293603375554085, 0.5692524909973145, 0.4234219491481781, -0.023864610120654106, 0.5557684302330017, 0.431418240070343, -0.02202771045267582, 0.5126362442970276, 0.431948184967041, -0.023439668118953705, 0.5612466335296631, 0.38522768020629883, -0.025870177894830704, 0.5529652237892151, 0.3879275918006897, -0.02103593945503235, 0.5361447334289551, 0.40267935395240784, -0.018496977165341377, 0.4987810254096985, 0.3827363848686218, -0.02620997466146946, 0.5436887741088867, 0.34291791915893555, -0.024720991030335426, 0.535730242729187, 0.35099998116493225, -0.014657282270491123, 0.519334077835083, 0.3673022389411926, -0.00942156556993723, 0.48450571298599243, 0.3388998508453369, -0.02837950550019741, 0.5220690965652466, 0.3120604157447815, -0.025612425059080124, 0.5157864093780518, 0.3213064670562744, -0.016148556023836136, 0.5025559067726135, 0.3350011110305786, -0.009558471851050854]"
[],"[0.4156615436077118, 0.45014461874961853, -2.5675538140035314e-08, 0.4565705955028534, 0.4965366721153259, 0.0077439588494598866, 0.49873194098472595, 0.5182088017463684, 0.005369096994400024, 0.5361237525939941, 0.5355569124221802, 0.0018421094864606857, 0.5598090291023254, 0.5661097168922424, -0.0019748536869883537, 0.5207359790802002, 0.47877082228660583, -0.010515505447983742, 0.5705326795578003, 0.43076807260513306, -0.013322428800165653, 0.5765823125839233, 0.41284483671188354, -0.011278245598077774, 0.5715232491493225, 0.40968751907348633, -0.00839594192802906, 0.5104690790176392, 0.43120118975639343, -0.015966612845659256, 0.555404543876648, 0.37834590673446655, -0.015195867978036404, 0.5522341728210449, 0.37384554743766785, -0.009145712479948997, 0.5411326289176941, 0.38517773151397705, -0.005691252648830414, 0.4964585602283478, 0.38398322463035583, -0.019612502306699753, 0.5369478464126587, 0.34164664149284363, -0.015364374965429306, 0.5340490341186523, 0.34360554814338684, -0.004469935316592455, 0.5234259963035583, 0.35692456364631653, 0.0011465736897662282, 0.4809449315071106, 0.3413563072681427, -0.022518925368785858, 0.5151952505111694, 0.31089580059051514, -0.016908861696720123, 0.5133820176124573, 0.31776055693626404, -0.006373615935444832, 0.5052595734596252, 0.33098313212394714, 0.0010687982430681586]"
[],"[0.4194755256175995, 0.459598183631897, -2.6609306758018647e-08, 0.45826074481010437, 0.5053088665008545, 0.004634527955204248, 0.5017971992492676, 0.5255786776542664, 0.002251558005809784, 0.5383493304252625, 0.5438764691352844, -0.0011288538808003068, 0.557654082775116, 0.5791380405426025, -0.004705004394054413, 0.5281248092651367, 0.4906277358531952, -0.008126619271934032, 0.573471188545227, 0.446264386177063, -0.011897364631295204, 0.5797942280769348, 0.4178042709827423, -0.012373540550470352, 0.5765975713729858, 0.4050852060317993, -0.011815541423857212, 0.5178233981132507, 0.44160497188568115, -0.012254110537469387, 0.5604153871536255, 0.3919786810874939, -0.012823241762816906, 0.5575486421585083, 0.3800617456436157, -0.009723154827952385, 0.5464333891868591, 0.38581833243370056, -0.00817044172435999, 0.504167914390564, 0.3947504162788391, -0.015257978811860085, 0.5385088920593262, 0.3550659418106079, -0.012204437516629696, 0.5358688235282898, 0.35458236932754517, -0.0048292698338627815, 0.5262101888656616, 0.36623165011405945, -0.0014820513315498829, 0.4899860620498657, 0.35309648513793945, -0.01803760603070259, 0.5165560841560364, 0.32987773418426514, -0.013835118152201176, 0.5143967866897583, 0.33432862162590027, -0.006771640386432409, 0.5079408884048462, 0.3461590111255646, -0.0019857925362885]"
